temperature,sound,accel_x,accel_y,accel_z
25.0444,0.8139,2.0235,11.6569,3.621
24.5784,1.3479,2.9789,12.2876,3.1775
25.1171,0.1277,0.9163,8.0612,2.9485
24.1372,0.7772,0.7837,12.0154,1.4368
25.8516,1.5119,0.8747,10.5905,4.6123
25.8027,0.7868,-1.5654,11.7223,2.4503
25.8828,1.1384,-2.8746,12.495,3.5552
25.9343,2.6931,0.1263,12.1556,1.4742
25.2514,0.511,0.8246,7.5275,4.0431
24.067,1.5283,2.3214,10.2873,2.2423
24.2619,1.2552,1.8364,12.5758,1.4982
25.7611,1.5624,-2.4344,10.8827,3.2335
25.4655,0.2023,0.0466,11.5753,3.7337
25.6323,0.0528,-1.4179,10.7157,4.7176
24.079,0.4136,2.8248,8.8559,2.7196
24.538,1.1676,-0.8324,9.9343,0.3128
25.979,2.3711,-1.8709,10.8009,4.1878
24.1156,0.7037,2.5992,7.4429,2.3697
24.5399,1.1324,-0.619,9.1296,4.4738
25.8877,2.7595,-0.9135,8.1125,4.1441
24.067,1.6864,2.0354,9.1579,3.1317
24.9671,1.1373,-1.0464,11.3556,2.1254
25.7046,1.248,-0.4114,10.8256,2.0869
24.0809,0.7407,0.3523,12.0394,0.7161
24.6566,1.7643,-0.5851,7.8541,2.9168
25.9546,2.4092,2.3926,8.9695,1.2872
24.8492,1.9409,-2.4258,10.5556,3.1644
25.0926,1.775,-0.1642,12.6218,1.1776
24.983,0.3235,0.7429,11.1881,1.6933
24.9917,1.3094,-0.2471,12.4231,2.6959
24.8349,0.0164,-0.2283,11.6369,4.9389
24.915,2.5283,2.3198,8.4077,0.6949
25.7526,2.086,-2.0251,8.4245,3.3476
25.183,1.6236,-1.9428,11.7979,4.3625
24.2263,2.5773,1.9838,9.4644,1.7138
24.6344,0.0664,0.213,12.0562,3.3653
24.3977,2.4072,2.1174,12.0024,3.3713
24.3646,0.9682,-2.6278,9.8574,4.5694
25.3216,2.8408,-2.0411,12.4287,4.9284
24.2859,0.9658,2.2537,10.424,4.8406
24.8498,2.18,0.6644,10.2287,2.6433
25.7479,1.8998,-2.5323,9.4469,1.7105
24.6745,2.0981,1.7058,12.5015,0.1257
25.4244,2.4145,-1.9384,9.74,3.4202
25.4574,1.9683,0.2727,11.7334,1.5221
24.2703,0.5037,-1.251,10.673,4.9486
24.1631,0.6113,2.7051,9.794,3.2966
25.7808,1.1043,2.7782,11.0058,4.4282
25.9046,2.7167,-0.4454,8.9477,3.7093
25.3254,1.3994,-2.1348,12.9648,3.8979
25.5089,0.9792,0.6223,11.1419,4.1446
24.3914,1.5193,0.4001,8.6003,4.1854
25.7811,1.0731,-2.8602,11.4678,2.0833
25.3512,1.0967,0.8001,9.6484,2.8856
24.9803,0.5152,-1.6104,9.6871,2.3615
25.0945,1.4848,1.5344,12.2772,3.5524
24.0729,2.7866,-2.501,8.5567,1.6346
25.2781,2.1778,2.8599,11.351,4.2884
24.052,1.3775,2.6479,12.5743,0.2948
24.956,1.0957,-1.6676,8.7909,0.466
24.6945,0.6694,-2.2529,9.7212,4.3181
25.8557,0.7049,1.2646,7.5441,4.4376
25.2711,0.7166,0.3857,9.484,1.8214
25.9878,0.4605,0.1889,7.3727,3.4493
24.7445,0.7274,-0.3758,9.3887,0.4165
24.8541,2.1848,-0.4499,8.3342,1.1086
25.3606,2.24,-2.7649,11.3918,0.25
25.15,0.1206,1.9561,11.1111,2.2946
24.6894,2.1829,-2.0416,10.2108,0.3262
25.1913,1.4842,1.9997,12.8921,3.8661
24.2698,1.393,2.7074,8.1312,4.414
25.4905,0.4138,-1.284,7.87,0.2372
24.377,2.7251,-1.7257,12.6005,2.7475
24.6519,2.8532,-0.7564,11.4277,1.9707
24.2239,2.5064,-1.9189,8.981,2.2301
25.2419,0.6906,2.6277,11.2156,4.8568
25.8469,1.8966,-2.6451,12.099,3.3676
24.9846,0.7248,0.2987,12.9101,3.3234
25.5639,1.8952,0.0692,11.008,1.3847
24.12,0.3927,-1.7127,10.203,1.3047
24.4005,1.5991,2.083,8.3329,4.531
25.9861,0.5294,0.8895,11.0334,4.0995
24.5827,2.1594,-1.1454,11.513,4.3787
25.0884,2.8239,2.4696,9.3855,0.1889
24.3518,2.0406,0.5044,8.5708,0.2351
24.1617,2.2249,-1.5063,11.3991,2.0711
25.6866,0.9702,-1.2887,11.1387,2.0237
24.2597,1.7109,-2.6835,9.2223,4.8983
24.6403,0.2197,-1.9359,7.1867,4.7785
25.3327,2.6471,0.9288,8.0278,0.4746
25.6762,1.6283,2.1861,8.512,2.9562
25.8584,0.7398,-0.2487,8.8371,0.2034
24.7011,1.8731,-2.2008,7.8609,0.5289
25.3154,1.5946,1.091,12.924,0.1887
24.0278,2.6941,-0.0564,11.0531,2.2108
25.2841,1.873,1.7181,7.5878,3.8604
25.6254,2.4523,2.4114,9.7809,1.7232
24.8499,2.4602,-2.3909,9.3341,1.0888
25.3138,1.3752,-1.4823,8.3955,3.448
24.1327,0.0268,2.7814,10.8035,2.5799
24.3268,0.7596,0.8041,7.8912,3.2823
25.6335,2.5069,-1.3975,9.5354,2.583
24.5016,0.3808,-2.8317,8.4793,1.191
24.9112,2.921,2.375,10.9348,1.9744
24.8911,0.9641,0.1821,7.8037,4.1886
25.0915,1.5003,2.2335,10.8759,2.2494
25.8724,1.0388,2.0845,9.6545,0.2695
25.5169,1.4639,0.8591,11.0144,0.8703
24.9933,1.6445,-0.0595,11.1876,1.378
24.7059,1.9353,2.5427,11.3998,2.4568
25.7522,2.1632,0.2283,8.5339,1.0061
25.1453,2.7175,-2.2298,7.1052,0.4754
25.2077,2.0811,-2.5357,10.2396,1.7798
25.0576,2.9697,1.398,7.43,3.4621
25.6968,2.5026,-1.7079,9.4407,2.0435
25.5341,2.8028,2.2036,12.5105,3.805
25.1256,1.0307,-1.4705,9.0882,4.3784
25.0483,1.5313,2.4938,9.0728,0.052
25.8662,2.8595,-0.5374,9.7167,4.4686
24.8806,1.7743,-1.4385,10.7186,0.9396
24.6139,1.8941,-1.6059,10.4059,2.3536
24.7579,0.9042,-2.622,11.358,0.5668
25.4092,2.6529,2.3813,11.5991,4.3532
25.9198,1.5969,-1.4616,10.3317,2.1851
24.1701,0.4471,1.1223,9.9267,0.9338
24.1553,1.6016,-1.3994,8.0697,4.5764
25.0646,2.4182,-1.74,10.3509,0.9301
24.2419,0.6381,-2.7361,7.0622,0.4284
25.7069,2.3274,1.5056,8.4223,3.9095
25.8278,2.8721,-0.1899,12.7075,1.3695
25.0251,0.133,-0.5498,8.0379,0.7431
24.1823,1.1334,1.1483,12.0367,4.6841
24.7307,1.8684,-0.9091,12.6651,0.2267
24.0052,1.5485,-1.8778,9.4233,4.153
25.9401,0.8879,0.8802,10.4731,1.636
24.727,1.9448,-2.3233,7.752,3.7687
25.9806,2.2975,-2.8363,9.9536,0.6433
25.0838,1.6107,2.2931,10.1566,1.6244
25.8685,2.4065,0.6198,10.4406,2.1025
24.508,1.3668,2.6745,9.3236,4.7559
25.1227,0.466,1.2958,10.4683,4.5551
24.0654,2.0526,0.8909,11.0143,0.609
25.3361,1.8461,0.4075,11.6485,3.149
24.5329,2.8357,2.6441,7.1649,4.5001
24.7293,2.5997,-2.672,8.918,1.8018
24.3893,1.7175,0.999,11.6206,4.4826
25.4177,2.3553,2.1513,12.9163,2.6055
25.0333,0.4858,-1.8727,11.6501,0.8077
24.5039,0.1474,-0.1197,8.2245,3.4168
25.4469,2.4289,-1.8992,8.36,3.1474
24.8046,1.3381,-1.7047,11.4362,1.2394
24.9097,0.0839,-2.0789,7.0553,0.5164
25.4406,2.9721,2.8357,9.4279,0.5423
25.7907,0.6487,1.32,8.1424,2.6081
24.3587,2.9674,1.818,9.9535,1.6716
25.743,2.4693,1.373,11.4624,3.7736
24.3415,2.0043,1.8192,11.9935,2.4543
24.1662,1.6164,-2.4689,10.4234,0.2545
25.4127,1.2007,0.4847,7.9702,3.0197
24.6768,0.5727,-2.0898,8.2476,3.9862
25.8634,2.7323,0.7353,12.6577,3.0805
25.2547,2.6855,1.3336,9.0077,3.7399
25.5607,0.1414,2.8263,10.8501,1.3504
24.2453,0.7242,-2.8672,12.2955,2.8665
25.8464,2.6463,1.0603,10.4817,2.4172
24.2958,1.7911,0.0613,12.753,4.0961
24.1508,0.9393,2.8091,11.1288,4.2434
25.6965,1.9788,1.6974,9.7892,1.4732
25.2306,0.0221,-2.6235,7.9458,3.7061
25.0081,0.6546,0.5301,7.152,1.5854
24.6212,2.8715,2.6632,8.5266,0.2265
24.4068,1.9522,2.2494,7.4546,1.0453
25.7573,1.2466,-0.1099,7.3285,1.7326
24.4085,2.0566,-0.5112,11.7247,3.7402
25.9612,1.8632,0.2138,10.5621,2.8093
25.1975,2.856,2.8357,12.2993,0.1036
25.9049,0.7349,-2.1052,11.2122,0.4995
25.0406,2.3382,2.6914,9.2234,1.5464
24.3575,2.7842,-1.2313,12.9248,0.8445
24.5537,0.9027,2.2435,7.1551,1.6764
25.0268,0.5855,1.8738,8.5835,2.2365
24.0448,1.7457,-2.0936,11.8089,3.2715
24.7158,2.2978,0.5757,11.8786,0.8415
25.0133,1.2065,-0.0402,8.4043,2.56
24.429,2.2222,2.2811,7.1831,1.4032
24.8489,0.8782,0.3164,9.0677,2.0209
24.3182,0.7406,2.9661,11.5727,4.2371
24.9974,0.358,0.3691,11.7343,0.8948
25.5724,1.8576,0.2932,7.1516,1.1877
25.8834,1.4719,-0.6131,10.2634,0.3493
25.8155,0.685,-2.0218,10.0986,4.2135
25.7346,1.4276,-0.2288,7.8762,1.9352
24.9734,1.9688,-1.0369,7.5162,4.508
24.4222,0.7519,-2.08,10.8205,4.5018
25.0124,2.1573,2.5106,11.4536,3.0985
25.8253,0.4686,-0.4936,10.7677,1.8866
24.1367,0.4595,0.7628,11.6804,2.6188
25.444,0.9051,1.8444,7.222,1.098
25.9408,0.7611,1.708,12.1473,4.8198
24.66,2.1664,1.1265,8.6439,4.3698
24.1611,1.2643,-1.7914,8.9826,1.8306
24.4832,2.3093,0.7726,10.9223,2.2736
24.0378,2.5786,-1.9818,10.3362,1.3974
24.0233,2.1182,0.6684,12.7834,1.8224
25.4481,2.5056,-1.2104,8.2817,2.4626
24.4573,1.0471,1.7511,11.1846,3.4937
25.3869,0.8407,-0.1904,10.0133,3.385
24.2851,2.9907,-1.9555,11.7657,0.5311
24.1409,0.5984,1.4769,9.2261,1.9971
25.8072,1.3739,-1.6314,10.7421,4.75
25.7829,0.8716,-1.8575,12.9236,1.1996
24.7709,2.8519,-2.4228,10.9599,1.9659
24.9759,0.3598,-1.9361,7.6643,1.0586
25.7231,0.5514,-2.8067,7.6674,4.1683
24.1315,0.0935,1.5269,12.9587,3.8111
25.568,0.538,-2.6888,10.2451,1.4593
24.9511,0.4898,2.488,11.2721,0.7552
24.2194,0.8816,-2.4729,12.8351,2.5317
24.3327,1.0049,-0.9021,7.2558,4.4358
25.8165,1.0283,-2.212,7.5379,4.381
24.7177,0.1659,0.6291,7.9408,3.5221
24.1803,2.7744,1.7693,12.1119,4.5288
25.6767,0.7199,-2.874,8.3186,4.5649
25.4842,1.1352,0.9132,9.8065,1.2694
24.6603,0.2336,1.5102,10.4766,0.1985
24.4845,1.4875,2.3481,11.2829,3.1425
24.1512,2.2074,2.2186,11.1784,3.0983
25.4844,0.8542,2.8282,10.2456,3.0625
25.8415,1.5236,-0.9471,7.3061,2.0936
25.9638,2.9463,2.1722,9.2642,1.3547
25.865,1.2929,1.3026,11.9135,1.8289
24.9408,0.526,1.6535,9.5828,2.8303
25.7773,1.1744,2.2007,8.1897,1.7432
24.8844,1.5772,-0.0702,9.7044,4.0192
24.6896,0.5875,-2.1031,10.2897,4.5014
24.7119,2.316,-2.4588,12.8942,2.7042
24.3421,2.8897,0.3108,12.3824,3.5577
24.2596,0.6361,-0.2351,7.1744,3.0853
24.3597,1.3671,-0.1614,8.5868,3.1322
24.3998,1.8259,0.5785,12.8772,1.4192
25.3051,1.2491,0.5513,9.3366,4.7223
24.3819,0.5016,1.0973,8.5684,2.0491
25.3766,0.0647,0.9829,8.4372,0.2874
25.8085,0.9798,1.6484,7.4908,4.2257
24.732,2.3755,2.0032,8.1252,0.5926
24.6129,0.3962,-1.421,8.6833,1.0069
25.4456,0.4674,0.6861,12.3926,0.0656
24.1207,1.1547,1.7871,8.105,1.3044
25.29,2.0805,-2.8717,9.9186,4.5007
24.0916,2.1979,2.8463,9.0082,0.5293
24.8488,2.0621,1.9802,9.7139,0.5713
25.0504,1.9259,-2.9261,12.1365,3.6699
24.4991,1.9125,-1.7855,8.3347,0.1222
25.7104,2.8961,1.482,9.5508,3.0253
25.5703,0.814,0.9642,12.2851,4.4556
25.7142,1.0751,2.8268,8.2466,0.9034
24.1445,2.9885,1.3515,7.9632,3.9444
24.577,0.1837,2.6296,10.7658,4.5956
24.6539,1.9542,1.2902,8.5024,1.461
25.7363,0.7097,2.6683,7.7855,3.9255
24.5066,0.126,-0.3596,8.1943,0.8806
24.9331,0.1561,1.5333,7.6379,0.4764
25.9835,1.5796,-2.7646,11.9019,1.0683
24.2591,0.4142,0.7954,11.4415,0.3659
24.1878,2.3145,-1.656,11.5714,2.812
24.9013,0.6377,1.8742,9.3081,2.9173
25.1178,0.8093,1.9927,9.1573,3.88
24.638,1.1528,-2.51,9.1405,3.5251
25.5573,2.3502,-1.8638,9.5381,2.5599
25.6732,2.5917,-1.1686,9.6473,0.7024
25.4618,0.0603,1.3895,7.8877,2.6572
24.3001,0.8622,0.6684,7.6704,3.9786
25.5445,0.3246,-1.1391,7.0187,3.2272
25.5771,2.2959,2.6874,10.9733,2.8906
25.0595,0.3882,-1.8029,8.9821,1.7788
25.598,2.0273,-2.3303,8.9397,4.3001
25.3908,0.7758,0.0254,9.4108,4.2193
24.9172,2.1827,-0.5009,13,0.7091
25.7463,1.1602,2.6843,7.4461,2.0766
24.7953,1.0512,-2.8871,11.5955,0.4373
25.8579,0.1173,2.6316,10.8202,0.1135
25.3338,1.0143,-1.4442,7.5436,4.8082
25.6411,1.3353,1.4001,12.4055,1.7105
24.8632,2.3768,2.6467,12.5824,4.7186
25.8713,2.0166,-2.7645,8.9442,3.3528
24.736,1.3902,-1.6862,8.351,0.6651
25.1898,1.8695,-2.528,7.0475,0.1835
25.281,2.4527,1.8999,11.7693,1.8522
24.0518,0.7685,-2.8307,7.4697,1.4389
24.1417,2.9528,0.961,10.0199,3.7785
25.5749,0.0053,1.7577,7.2579,0.7605
24.7037,0.9787,1.9947,8.2386,2.2086
24.1314,0.1272,0.1854,7.9393,4.6199
24.5453,1.0165,-2.085,9.3774,2.3404
25.9811,2.4743,-0.4513,12.1581,3.558
25.5898,2.5138,1.0943,11.2259,3.1684
24.5053,1.0559,2.0839,9.8493,1.1678
24.4545,0.8686,1.4796,10.1463,3.5673
24.974,0.5326,0.1784,10.9573,4.9394
25.533,2.1034,1.2273,9.2888,4.8096
24.092,1.214,0.5681,12.072,0.9967
25.3299,2.5672,0.751,11.2673,0.3952
24.9145,0.1518,2.5782,10.7417,2.7407
25.4421,0.4988,2.633,11.0285,3.0702
25.5998,2.9328,-2.0538,9.6721,4.0925
24.9932,0.4549,-1.1924,11.8102,1.9869
25.5504,0.1896,-2.6798,10.9922,2.2974
25.918,1.5842,-0.5625,11.1189,1.6976
25.0518,1.7902,-0.6654,7.8757,4.0765
24.5506,2.5677,-1.9449,12.8578,2.3202
24.3139,2.1283,0.2689,7.3633,4.3887
24.0492,1.0732,2.3208,7.8887,2.2281
24.4808,0.7761,2.761,11.0342,4.1723
24.2334,1.8662,-0.9871,10.9252,2.2104
24.9652,0.7453,2.1426,8.1865,1.1437
24.2447,0.167,1.7031,12.3516,2.311
25.3532,0.7367,-0.2172,8.9339,3.7657
24.8553,1.9775,-0.209,7.0442,4.8747
25.2916,2.0614,-2.7515,8.2265,2.3742
24.0367,0.5304,1.562,10.7636,0.4164
25.3901,0.9469,0.9125,7.6028,1.5837
25.336,0.9941,-2.704,8.1657,1.3807
25.2853,1.2911,2.4388,12.682,4.4811
24.7783,1.2106,0.8749,11.6635,1.4742
24.5169,2.4235,1.7068,10.7112,4.7674
24.343,1.677,0.359,8.7209,4.7077
25.5199,0.4544,1.6186,10.0109,1.6185
24.363,1.4111,1.8478,11.0231,0.7396
25.6045,1.9303,2.9351,10.6041,3.9467
24.8552,0.1339,1.2412,10.9468,4.5636
24.201,0.9002,-1.2978,9.3076,4.5837
24.3132,2.5938,-0.3419,11.7704,1.9565
24.6582,2.7882,-1.5654,9.8411,0.9662
24.0208,2.1174,-2.2389,7.2564,1.0404
25.0538,2.2577,-1.7262,12.2984,1.6418
24.1741,2.5793,-2.0489,12.7988,1.9146
25.7295,2.9998,-1.2324,12.0438,0.7706
24.5943,0.766,-2.6392,8.8705,4.8681
24.8962,0.3528,-1.7056,9.8884,2.033
25.2437,0.2667,0.4795,12.5085,4.0787
25.701,2.9602,-0.3,10.2248,1.1142
24.3537,1.4487,-1.7043,11.9027,3.6175
25.5348,2.5766,0.9429,11.0848,1.7905
25.8667,1.3172,1.1447,10.8763,2.6373
25.8166,0.4941,1.3919,12.1064,2.2114
24.4671,1.7578,-2.5794,10.9057,3.5314
24.2578,0.5134,1.8822,11.2113,4.8998
25.2325,0.2918,-0.3871,11.7889,4.6554
24.2853,1.1874,1.0704,11.931,0.6448
25.1095,0.5183,-1.7265,8.0151,4.0992
25.6716,0.1752,0.0942,9.4768,4.3976
25.1502,0.6651,0.8603,10.4884,2.0136
25.2398,1.1238,1.1169,12.79,2.9777
24.5459,2.9177,1.0642,10.4953,0.3758
25.5728,1.1978,-0.4587,7.8441,1.8865
25.9653,1.1281,-2.9227,8.6942,3.7474
25.4512,0.8299,-2.7139,12.321,3.107
24.1479,2.212,0.5348,8.1448,3.6206
25.1443,1.7477,0.0393,7.3908,4.3853
25.7825,2.9329,-1.0879,10.2396,0.2447
24.6929,1.0396,2.2923,11.1217,2.908
25.5475,2.149,2.0763,12.0212,2.0773
25.0496,0.3354,-0.6023,10.5017,3.1334
25.5641,2.3792,-0.3678,8.3264,0.4637
25.2904,2.3919,1.4464,12.5137,2.7091
24.8566,1.4893,-0.6819,7.7474,3.4186
24.5924,2.183,-0.7446,10.6318,2.5222
25.0295,1.9348,2.1928,10.8332,3.0352
24.0287,0.0697,-1.7645,9.7129,2.6473
25.0955,2.7888,-2.3237,11.6085,4.0873
25.0137,1.6699,-2.2381,7.5711,4.0805
24.8256,1.3214,-0.8505,10.9157,3.8055
25.6827,2.1409,-1.9538,11.9692,0.3677
24.2921,0.484,-2.999,12.019,1.6655
24.2633,1.7905,2.6229,7.2885,4.4794
24.1633,2.9186,-1.1689,12.7019,2.6198
24.1125,2.2564,-0.9312,8.2198,4.9068
24.2623,1.9199,0.5855,12.9713,4.7374
25.3468,0.0105,1.2831,8.3485,3.8887
24.9225,2.6239,-1.4718,8.7107,2.8414
24.2162,1.7065,2.8016,10.0293,3.8446
25.2011,0.7701,1.2403,9.2293,4.0398
24.9003,1.6592,1.1231,11.336,0.8387
24.1573,1.011,2.0312,9.7489,1.3142
24.5556,1.8797,1.4379,10.5994,3.8871
24.6809,0.353,-0.5423,11.8332,2.9382
25.9595,1.1238,1.4532,8.3705,1.9753
25.0496,2.9972,-0.4031,10.2658,3.391
24.8715,2.4837,-1.5107,7.0109,3.958
24.2381,2.968,-2.674,11.8725,3.7422
25.9047,2.668,-0.3896,12.2993,0.5922
25.818,2.8109,-2.6114,11.7426,2.0108
25.2142,2.411,-0.1932,9.1803,4.0347
24.8392,1.1406,0.6608,11.8052,2.2785
25.354,0.0555,2.3802,7.2202,1.241
24.7231,1.7333,-0.0737,12.3338,2.6036
24.0299,0.5156,0.7246,12.6691,2.5532
25.8238,1.3244,0.4338,8.8387,2.0165
25.0627,0.2871,0.3734,9.4374,2.6372
25.8557,1.9671,-0.2052,8.4015,3.0872
24.7748,2.6185,1.996,8.8871,1.944
24.3696,0.0413,-1.1185,8.0064,2.1426
24.5545,1.9557,-0.4955,8.852,4.5428
24.8745,2.8216,1.2719,12.4212,0.4131
25.3388,2.1699,1.9706,10.7723,3.9703
24.8718,0.0596,1.2819,8.7118,3.3528
24.0083,2.3639,-2.215,11.9261,1.1044
25.5409,2.907,0.6615,8.5535,1.7814
25.9733,0.9537,-0.0345,7.5737,1.8681
24.8851,0.3081,-0.3634,8.461,1.5893
25.2235,1.0347,0.5649,10.665,0.3429
25.1085,1.1447,1.2374,10.3706,3.0058
25.521,1.38,2.9172,9.9735,2.4168
25.8326,0.257,-1.5391,12.8517,2.4964
25.8033,0.7634,1.8509,12.8807,4.5273
24.034,2.9605,-1.6259,11.9404,3.4519
25.9223,2.2607,-0.8613,12.7122,3.2708
24.9702,2.797,-0.19,10.8137,2.1583
24.6417,2.4026,-1.7994,11.8532,0.3034
25.6509,1.4075,-0.8199,12.0687,3.927
25.0524,0.9803,-2.3585,8.4238,1.4518
24.0422,0.6221,-0.0132,7.6711,3.7149
25.7501,2.9701,2.6028,7.5873,2.363
25.8702,1.5957,-1.543,10.5341,3.4075
24.4888,0.9395,1.8275,11.1526,3.2184
25.94,2.9006,1.491,7.6325,0.2514
25.6067,0.3122,0.5728,12.8397,0.9232
24.0761,1.8665,-2.1081,10.0447,0.4145
24.8461,2.705,2.4808,8.8823,2.9338
24.5608,2.8009,1.5802,9.1189,0.2552
24.3292,2.9008,1.4647,8.3178,3.1785
25.541,0.7306,0.4382,12.955,4.6514
25.8685,2.9339,-0.9249,11.1731,3.754
24.4276,1.9775,-2.4521,7.3886,1.4274
24.109,2.2512,-2.0738,9.0444,1.3788
24.4969,0.5136,-0.4741,7.2968,3.27
25.7958,2.0907,1.0013,8.6912,4.5293
25.5479,2.6027,-1.062,10.2497,3.785
25.4152,1.923,0.539,9.6592,2.0079
24.378,0.8386,2.3661,11.1133,4.5268
24.8144,2.5875,-0.6086,10.8797,1.9899
25.9879,1.5474,-2.0901,8.4707,0.0437
25.9392,1.0138,-0.1063,8.8497,0.6585
25.9083,2.5424,1.6645,8.1563,3.7784
25.5217,0.2301,-1.222,11.6367,4.1155
25.7933,0.8695,-1.9638,9.0241,1.8032
25.465,1.6841,1.8793,12.0462,2.6917
25.5968,0.664,-1.1071,11.8903,3.4827
25.954,1.0372,0.6166,8.4047,4.2882
24.4584,2.0589,2.8986,8.2651,3.882
24.3649,1.9535,0.5919,8.6856,0.3954
24.5959,0.2761,0.5383,9.224,1.3633
25.0626,2.6082,0.2784,10.5585,3.9517
25.6676,0.3554,1.1143,10.5273,4.6075
24.9336,2.1086,0.6809,10.9139,1.7926
24.1576,1.4667,-1.3462,8.2189,4.587
24.0472,1.1806,0.1034,12.3112,1.6018
25.8059,0.2828,2.4699,9.8964,0.5287
24.1214,1.2106,-0.2906,8.3932,3.704
25.0876,1.5509,-1.9654,9.6582,2.1384
25.5391,1.327,0.3939,7.5527,1.5813
24.4895,0.5122,-0.7666,9.9893,4.1724
25.7129,0.5793,0.5226,10.7628,2.0162
25.278,2.0338,-0.8274,9.7841,3.0227
25.2552,0.3731,2.155,9.2965,4.0587
25.679,1.1929,1.7211,8.5549,0.675
24.558,2.1885,-2.0767,7.8105,0.3824
25.318,2.4435,2.9716,11.8799,4.6951
24.2962,0.7633,2.8652,8.7295,3.9905
24.8281,0.6309,0.5664,8.5235,1.5694
24.9147,2.1145,-1.3985,9.3957,4.5106
24.6149,0.3408,-1.5914,11.9223,2.5471
24.9701,1.7446,-2.3997,12.477,0.9402
24.9461,0.1313,2.518,12.0289,1.3148
24.5755,0.8637,2.8944,12.2039,2.8854
25.9894,1.7928,-2.3352,8.1734,0.0186
25.9971,2.2975,-2.9544,11.692,2.9906
25.0296,0.8035,-0.4169,9.04,2.8068
24.1609,0.5614,0.0441,7.074,1.5884
24.7792,0.0805,0.2807,12.9976,4.8818
24.6796,0.9682,-1.1187,8.9075,4.4997
25.2914,0.0093,2.7649,9.8864,4.6144
24.1411,2.8165,2.4628,8.5579,3.6685
25.8379,2.9499,2.2778,8.1699,1.1643
25.3102,0.1949,1.7728,10.9211,3.2337
24.6164,1.3426,-2.4476,7.312,1.6898
25.0527,2.8611,2.3105,11.9522,4.7672
24.7095,1.9905,-2.4764,11.106,2.4733
25.661,1.6254,-1.3519,10.3747,0.3082
24.1198,2.68,-1.9496,11.4447,0.3236
24.6823,2.8744,0.7029,9.9694,1.3274
25.8772,2.2909,-0.3395,9.531,0.951
24.8105,2.5084,-2.3032,9.2466,1.2036
24.3496,1.0542,-2.7011,7.2578,2.6811
24.2556,2.7177,0.9398,7.9936,3.3107
24.7878,2.5235,-1.7486,9.2552,1.4918
24.2169,2.191,1.7299,11.2782,2.1769
25.9736,1.6054,-0.4418,7.1578,2.2461
25.5486,0.3684,-2.101,9.8864,0.1891
25.6625,1.0622,1.7915,12.8006,0.1278
25.9851,2.1693,-2.5182,8.0428,3.0658
24.7287,2.6989,2.7904,7.6227,1.7733
24.9985,2.1294,-2.1857,7.9335,4.9905
24.8409,1.3836,-0.2928,10.6014,3.0278
24.8128,0.5332,0.3486,7.1758,1.4421
24.3365,2.6945,1.0253,11.2129,3.8303
24.7347,0.3351,-1.5255,7.9529,0.9633
24.1579,2.344,1.6064,9.6799,2.5656
25.5416,1.659,-1.9672,10.3744,4.9612
24.5691,0.2253,-1.4583,9.9469,0.6042
24.006,0.4981,0.4563,7.0459,3.0791
24.3704,0.312,-0.9364,8.2882,0.719
24.8081,0.3823,1.7553,7.0324,0.4366
25.2853,0.6135,0.8349,10.6716,2.2666
24.3266,1.7216,-2.335,9.3346,3.1989
25.6281,1.8053,0.2735,12.1674,2.5872
24.2356,2.7695,-1.7913,10.9267,4.5835
24.4409,2.0442,-2.3405,11.6715,4.1088
25.7556,0.9338,-2.0137,7.2304,1.886
24.3088,1.9741,0.449,11.8326,1.7335
24.4257,0.5261,-2.5504,8.1117,2.1634
25.8509,0.8414,-0.7897,9.7458,0.6783
24.0348,1.3782,1.7447,12.6022,2.3235
25.4657,2.5739,-1.962,10.957,1.9844
25.6636,0.4367,-0.7849,10.6412,3.6575
24.324,2.3714,2.0147,9.3375,4.1436
25.5762,2.8257,0.6027,11.2882,4.7911
25.0225,0.5635,-0.7085,9.0517,2.1402
24.8672,1.8519,-0.0673,8.9635,0.1595
25.3684,0.7629,-0.716,12.8673,1.1855
25.465,0.3989,-2.6608,8.2499,2.6543
25.83,1.9008,-2.6465,9.5231,0.5127
25.0204,2.6796,2.2822,10.8175,2.1196
24.915,2.9235,0.2515,9.2705,3.802
25.8398,0.5607,1.032,12.7413,3.582
24.9516,2.277,-0.3079,9.9899,4.7291
24.2137,2.7469,-1.8683,11.7354,1.952
24.9353,2.615,2.0465,9.1102,3.8757
24.1678,1.3706,-0.9623,10.8569,2.5588
24.0247,0.287,0.161,11.3517,0.7832
25.8009,1.0423,0.0828,10.2366,4.6923
25.9303,2.121,1.0203,11.2605,1.2028
25.5782,2.6135,-0.2483,12.3762,1.3573
24.9241,2.6455,-2.1989,10.141,1.7847
24.9459,2.8241,-1.5083,12.383,3.1138
24.6477,1.4986,1.5163,10.7472,0.9626
24.2867,0.6673,2.2772,9.0403,0.2904
24.8196,2.5357,-1.4901,12.8671,4.6954
25.8399,0.6577,1.6629,11.0051,0.4901
25.4869,2.5325,-1.1167,11.2162,4.0488
25.2298,0.523,-2.3036,9.9823,3.4239
25.4022,2.4757,2.0638,8.7498,2.5195
24.8256,1.8141,-1.4348,7.6877,4.176
24.7367,2.8406,0.3356,10.4869,3.5861
24.4007,0.7128,0.3231,12.1613,0.1616
24.1661,1.4911,-0.9994,12.665,4.9538
25.5118,2.6027,0.4108,9.2184,3.2876
25.2676,1.9163,-1.4932,10.8277,3.4095
